province,commune,zone,colline,type
GITEGA,Kiganda,Mushikamo,Murinzi,colline
GITEGA,Kiganda,Mushikamo,Musave,colline
GITEGA,Kiganda,Mushikamo,Mushikamo,colline
GITEGA,Kiganda,Mushikamo,Nkonyovu,colline
GITEGA,Kiganda,Mushikamo,Nyakararo,colline
GITEGA,Kiganda,Mushikamo,Nyamitwenzi,colline
GITEGA,Kiganda,Renga,Kayange,colline
GITEGA,Kiganda,Renga,Renga,colline
GITEGA,Kiganda,Renga,Rubumba,colline
GITEGA,Kiganda,Renga,Ruvumu,colline
GITEGA,Kiganda,Rutegama,Bubanda,colline
GITEGA,Kiganda,Rutegama,Camumandu,colline
GITEGA,Kiganda,Rutegama,Cumba,colline
GITEGA,Kiganda,Rutegama,Gashingwa,colline
GITEGA,Kiganda,Rutegama,Kinyoni,colline
GITEGA,Kiganda,Rutegama,Marumane,colline
GITEGA,Kiganda,Rutegama,Munanira,colline
GITEGA,Kiganda,Rutegama,Nyarukere,colline
GITEGA,Kiganda,Rutegama,Nyarunazi,colline
GITEGA,Kiganda,Rutegama,Rutegama,colline
GITEGA,Kiganda,Rutegama,Buryohe,quartier
GITEGA,Kiganda,Rutegama,Gasange,quartier
GITEGA,Muramvya,Bugarama,Busimba,colline
GITEGA,Muramvya,Bugarama,Kibogoye,colline
GITEGA,Muramvya,Bugarama,Mpehe,colline
GITEGA,Muramvya,Bugarama,Bugarama,quartier
GITEGA,Muramvya,Bukeye,Gahaga,colline
GITEGA,Muramvya,Bukeye,Gikonge,colline
GITEGA,Muramvya,Bukeye,Kivogero,colline
GITEGA,Muramvya,Bukeye,Rweteto,colline
GITEGA,Muramvya,Bukeye,Shumba,colline
GITEGA,Muramvya,Kibumbu,Birwana,colline
GITEGA,Muramvya,Kibumbu,Buyaga,colline
GITEGA,Muramvya,Kibumbu,Kirika,colline
GITEGA,Muramvya,Kibumbu,Rabiro,colline
GITEGA,Muramvya,Kibumbu,Kibumbu,quartier
GITEGA,Muramvya,Mbuye,Kigina,colline
GITEGA,Muramvya,Mbuye,Kirembera,colline
GITEGA,Muramvya,Mbuye,Kiziba,colline
GITEGA,Muramvya,Mbuye,Mbuye,colline
GITEGA,Muramvya,Mbuye,Migezi,colline
GITEGA,Muramvya,Mbuye,Mugerera,colline
GITEGA,Muramvya,Mbuye,Murama,colline
GITEGA,Muramvya,Mbuye,Mwegera,colline
GITEGA,Muramvya,Mbuye,Nyakijwira,colline
GITEGA,Muramvya,Mbuye,Rwuya,colline
GITEGA,Muramvya,Mbuye,Teka,colline
GITEGA,Muramvya,Mbuye,Temere,colline
GITEGA,Muramvya,Muramvya,Biganda,colline
GITEGA,Muramvya,Muramvya,Burambana,colline
GITEGA,Muramvya,Muramvya,Masango,colline
GITEGA,Muramvya,Muramvya,Murambi,colline
GITEGA,Muramvya,Muramvya,Muramvya,colline
GITEGA,Muramvya,Muramvya,Musagara,colline
GITEGA,Muramvya,Muramvya,Mubarazi,quartier
GITEGA,Muramvya,Muramvya,Muramvya,quartier
GITEGA,Muramvya,Nyarucamo,Buhorwa,colline
GITEGA,Muramvya,Nyarucamo,Gaharo,colline
GITEGA,Muramvya,Nyarucamo,Kiziguro,colline
GITEGA,Muramvya,Nyarucamo,Musumba,colline
GITEGA,Muramvya,Nyarucamo,Nyarucamo,colline
GITEGA,Muramvya,Shombo,Gatwaro,colline
GITEGA,Muramvya,Shombo,Mirinzi,colline
GITEGA,Muramvya,Shombo,Mubira,colline
GITEGA,Muramvya,Shombo,Remera,colline
GITEGA,Muramvya,Shombo,Ruhinga,colline
GITEGA,Muramvya,Shombo,Shombo,colline
GITEGA,Mwaro,Bisoro,Buburu,colline
GITEGA,Mwaro,Bisoro,Gitaramuka,colline
GITEGA,Mwaro,Bisoro,Kiganda,colline
GITEGA,Mwaro,Bisoro,Mabaya,colline
GITEGA,Mwaro,Bisoro,Musumba,colline
GITEGA,Mwaro,Gatwe,Bwakira,colline
GITEGA,Mwaro,Gatwe,Kanyami,colline
GITEGA,Mwaro,Gatwe,Mago,colline
GITEGA,Mwaro,Gatwe,Maramvya,colline
GITEGA,Mwaro,Gatwe,Nyagitongati,colline
GITEGA,Mwaro,Gatwe,Nyamugari,colline
GITEGA,Mwaro,Gatwe,Rwuya,colline
GITEGA,Mwaro,Gisozi,Buburu,colline
GITEGA,Mwaro,Gisozi,Gisozi,colline
GITEGA,Mwaro,Gisozi,Kibimba,colline
GITEGA,Mwaro,Gisozi,Musivya,colline
GITEGA,Mwaro,Gisozi,Ndava,colline
GITEGA,Mwaro,Gisozi,Nyamiyaga,colline
GITEGA,Mwaro,Gisozi,Rweza,colline
GITEGA,Mwaro,Gisozi,Nyarukinya,quartier
GITEGA,Mwaro,Gisozi,Ruyange,quartier
GITEGA,Mwaro,Kanka,Buhabwa,colline
GITEGA,Mwaro,Kanka,Kanka,colline
GITEGA,Mwaro,Kanka,Kariba,colline
GITEGA,Mwaro,Kanka,Masango,colline
GITEGA,Mwaro,Kanka,Nyabisiga,colline
GITEGA,Mwaro,Kanka,Rubamvye,colline
GITEGA,Mwaro,Kayokwe,Benja,colline
GITEGA,Mwaro,Kayokwe,Kibogoye,colline
GITEGA,Mwaro,Kayokwe,Musama,colline
GITEGA,Mwaro,Kayokwe,Ruramba,colline
GITEGA,Mwaro,Kayokwe,Rusivya,colline
GITEGA,Mwaro,Kayokwe,Ruvumu,colline
GITEGA,Mwaro,Kayokwe,Saswe,colline
GITEGA,Mwaro,Makamba,Gasenyi,colline
GITEGA,Mwaro,Makamba,Kirambi,colline
GITEGA,Mwaro,Makamba,Makamba,colline
GITEGA,Mwaro,Makamba,Nyamiyaga,colline
GITEGA,Mwaro,Makamba,Nyamurenge,colline
GITEGA,Mwaro,Makamba,Rwintare,colline
GITEGA,Mwaro,Muyebe,Bisoro,colline
GITEGA,Mwaro,Muyebe,Gitunga,colline
GITEGA,Mwaro,Muyebe,Migende,colline
GITEGA,Mwaro,Muyebe,Murehe,colline
GITEGA,Mwaro,Muyebe,Muyebe,colline
GITEGA,Mwaro,Muyebe,Nyakibari,colline
GITEGA,Mwaro,Muyebe,Rwankangoma,colline
GITEGA,Mwaro,Mwaro,Bisha,colline
GITEGA,Mwaro,Mwaro,Gatare,colline
GITEGA,Mwaro,Mwaro,Gihinga,colline
GITEGA,Mwaro,Mwaro,Kizi,colline
GITEGA,Mwaro,Mwaro,Ngara,colline
GITEGA,Mwaro,Mwaro,Nkundusi,colline
GITEGA,Mwaro,Mwaro,Rurtyazo,colline
GITEGA,Mwaro,Mwaro,Gasumo,quartier
GITEGA,Mwaro,Mwaro,Kagoma,quartier
GITEGA,Mwaro,Mwaro,Ruvumera,quartier
GITEGA,Mwaro,Nyakararo,Butegana,colline
GITEGA,Mwaro,Nyakararo,Kiyange,colline
GITEGA,Mwaro,Nyakararo,Mugero,colline
GITEGA,Mwaro,Nyakararo,Musimbwe,colline
GITEGA,Mwaro,Nyakararo,Nyagahwabare,colline
GITEGA,Mwaro,Nyakararo,Nyakirwa,colline
GITEGA,Mwaro,Rorero,Kirika,colline
GITEGA,Mwaro,Rorero,Kivoga,colline
GITEGA,Mwaro,Rorero,Mashunzi,colline
GITEGA,Mwaro,Rorero,Munanira,colline
GITEGA,Nyabihanga,Fota,Fota,colline
GITEGA,Nyabihanga,Fota,Gahondo,colline
GITEGA,Nyabihanga,Fota,Gatsinga,colline
GITEGA,Nyabihanga,Fota,Kigarama,colline
GITEGA,Nyabihanga,Fota,Ngorore,colline
GITEGA,Nyabihanga,Kibungere,Buhogo,colline
GITEGA,Nyabihanga,Kibungere,Kavumu,colline
GITEGA,Nyabihanga,Kibungere,Kibungere,colline
GITEGA,Nyabihanga,Kibungere,Martyazo,colline
GITEGA,Nyabihanga,Kibungere,Musongati,colline
GITEGA,Nyabihanga,Kibungere,Muyebe,colline
GITEGA,Nyabihanga,Matongo,Kamushiha,colline
GITEGA,Nyabihanga,Matongo,Matongo,colline
GITEGA,Nyabihanga,Matongo,Ngoro,colline
GITEGA,Nyabihanga,Matongo,Nyabisaka,colline
GITEGA,Nyabihanga,Matongo,Nyamurenge,colline
GITEGA,Nyabihanga,Mbogora,Butegeye,colline
GITEGA,Nyabihanga,Mbogora,Gihoma,colline
GITEGA,Nyabihanga,Mbogora,Kivomwa,colline
GITEGA,Nyabihanga,Mbogora,Mbogora,colline
GITEGA,Nyabihanga,Mbogora,Migera,colline
GITEGA,Nyabihanga,Mbogora,Muhaganya,colline
GITEGA,Nyabihanga,Mbogora,Muyange,colline
GITEGA,Nyabihanga,Mbogora,Nyarubayi,colline
GITEGA,Nyabihanga,Munago,Gitaramuka,colline
GITEGA,Nyabihanga,Munago,Kibogoye,colline
GITEGA,Nyabihanga,Munago,Kibungo,colline
GITEGA,Nyabihanga,Munago,Magamba,colline
GITEGA,Nyabihanga,Munago,Munago,colline
GITEGA,Nyabihanga,Munago,Nyamitore,colline
GITEGA,Nyabihanga,Murago,Bugera,colline
GITEGA,Nyabihanga,Murago,Higiro,colline
GITEGA,Nyabihanga,Murago,Kabogi,colline
GITEGA,Nyabihanga,Murago,Murago,colline
GITEGA,Nyabihanga,Murago,Rango,colline
GITEGA,Nyabihanga,Musama,Gisirtye,colline
GITEGA,Nyabihanga,Musama,Iteka,colline
GITEGA,Nyabihanga,Musama,Kirambi,colline
GITEGA,Nyabihanga,Musama,Musama,colline
GITEGA,Nyabihanga,Musama,Nyamibanga,colline
GITEGA,Nyabihanga,Ndava,Butazi,colline
GITEGA,Nyabihanga,Ndava,Gitaba,colline
GITEGA,Nyabihanga,Ndava,Mpanuka,colline
GITEGA,Nyabihanga,Ndava,Muyogoro,colline
GITEGA,Nyabihanga,Ndava,Ndava,colline
GITEGA,Nyabihanga,Nyabihanga,Gatwe,colline
GITEGA,Nyabihanga,Nyabihanga,Kivuzo,colline
GITEGA,Nyabihanga,Nyabihanga,Miterama,colline
GITEGA,Nyabihanga,Nyabihanga,Mubuga,colline
GITEGA,Nyabihanga,Nyabihanga,Murama,colline
GITEGA,Nyabihanga,Nyabihanga,Taba,colline
GITEGA,Nyabihanga,Nyarucamo,Bugorora,colline
GITEGA,Nyabihanga,Nyarucamo,Bunyange,colline
GITEGA,Nyabihanga,Nyarucamo,Kiga,colline
GITEGA,Nyabihanga,Nyarucamo,Nkurunzi,colline
GITEGA,Nyabihanga,Nyarucamo,Nyamigogo,colline
GITEGA,Nyabihanga,Rusaka,Gikebuka,colline
GITEGA,Nyabihanga,Rusaka,Kibimba,colline
GITEGA,Nyabihanga,Rusaka,Kiyege,colline
GITEGA,Nyabihanga,Rusaka,Martyazo,colline
GITEGA,Nyabihanga,Rusaka,Mpumbu,colline
GITEGA,Nyabihanga,Rusaka,Mureba,colline
GITEGA,Nyabihanga,Rusaka,Nyagashanga,colline
GITEGA,Nyabihanga,Rusaka,Nyamugari,colline
GITEGA,Nyabihanga,Rusaka,Rusaka,colline
GITEGA,Nyabihanga,Rusaka,Shana,colline
GITEGA,Nyabihanga,Rusaka,Gasekebuye,quartier
GITEGA,Nyabihanga,Rusaka,Gihini,quartier
GITEGA,Nyabihanga,Yanza,Kinyovu,colline
GITEGA,Nyabihanga,Yanza,Mahonda,colline
GITEGA,Nyabihanga,Yanza,Murambi,colline
GITEGA,Nyabihanga,Yanza,Namande,colline
GITEGA,Nyabihanga,Yanza,Rucunda,colline
GITEGA,Shombo,Gatonde,Gatonde,colline
GITEGA,Shombo,Gatonde,Gitibu,colline
GITEGA,Shombo,Gatonde,Mazita,colline
GITEGA,Shombo,Gatonde,Nyenzi,colline
GITEGA,Shombo,Gatonde,Ruvumu,colline
GITEGA,Shombo,Gatonde,Taba,colline
GITEGA,Shombo,Gihogazi,Bikinga,colline
GITEGA,Shombo,Gihogazi,Gihogazi,colline
GITEGA,Shombo,Gihogazi,Kibezi,colline
GITEGA,Shombo,Gihogazi,Mugero,colline
GITEGA,Shombo,Gihogazi,Murago,colline
GITEGA,Shombo,Gihogazi,Ramba,colline
GITEGA,Shombo,Gikombe,Butwe,colline
GITEGA,Shombo,Gikombe,Gaharo,colline
GITEGA,Shombo,Gikombe,Gikombe,colline
GITEGA,Shombo,Masabo,Kabwira,colline
GITEGA,Shombo,Masabo,Mugoboka,colline
GITEGA,Shombo,Masabo,Ruharo,colline
GITEGA,Shombo,Masabo,Rusasa,colline
GITEGA,Shombo,Masabo,Ruyogoro,colline
GITEGA,Shombo,Masabo,Rwimbogo,colline
GITEGA,Shombo,Masama,Butamenwa,colline
GITEGA,Shombo,Masama,Masama,colline
GITEGA,Shombo,Masama,Rugwiza,colline
GITEGA,Shombo,Masama,Ruhuma,colline
GITEGA,Shombo,Masama,Rwinka,colline
GITEGA,Shombo,Mugogo,Kizingoma,colline
GITEGA,Shombo,Mugogo,Mugogo,colline
GITEGA,Shombo,Mugogo,Ruvumu,colline
GITEGA,Shombo,Mugogo,Ruyaga,colline
GITEGA,Shombo,Mugogo,Taba,colline
GITEGA,Shombo,Munanira,Gahororo,colline
GITEGA,Shombo,Munanira,Kivoga,colline
GITEGA,Shombo,Munanira,Munanira,colline
GITEGA,Shombo,Munanira,Mushikanwa,colline
GITEGA,Shombo,Munanira,Ruganira,colline
GITEGA,Shombo,Munanira,Rutegama,colline
GITEGA,Shombo,Nyabibuye,Bukirasazi,colline
GITEGA,Shombo,Nyabibuye,Gatabo,colline
GITEGA,Shombo,Nyabibuye,Gitaramuka,colline
GITEGA,Shombo,Nyabibuye,Kiryama,colline
GITEGA,Shombo,Nyabibuye,Nyabibuye,colline
GITEGA,Shombo,Nyabikere,Maramvya,colline
GITEGA,Shombo,Nyabikere,Mbabazi,colline
GITEGA,Shombo,Nyabikere,Mubanga,colline
GITEGA,Shombo,Nyabikere,Ngugo,colline
GITEGA,Shombo,Nyabikere,Nyarunazi,colline
GITEGA,Shombo,Nyabikere,Ruyogoro,colline
GITEGA,Shombo,Nyabikere,Rwandagaro,colline
GITEGA,Shombo,Nyabikere,Gatamba,quartier
GITEGA,Shombo,Nyarurambi,Kigora,colline
GITEGA,Shombo,Nyarurambi,Kiyange,colline
GITEGA,Shombo,Nyarurambi,Muhigo,colline
GITEGA,Shombo,Nyarurambi,Muhororo,colline
GITEGA,Shombo,Rusamaza,Bihembe,colline
GITEGA,Shombo,Rusamaza,Gasenyi,colline
GITEGA,Shombo,Rusamaza,Gasivya,colline
GITEGA,Shombo,Rusamaza,Muzenga,colline
GITEGA,Shombo,Rusamaza,Nyamiyaga,colline
GITEGA,Shombo,Rusamaza,Rusamaza,colline
GITEGA,Shombo,Rusi,Kivoga,colline
GITEGA,Shombo,Rusi,Mujenjwa,colline
GITEGA,Shombo,Rusi,Rusi,colline
GITEGA,Shombo,Rusi,Shombo,colline
